robot_max_speed,robot_radius,success_rate,collision_rate,timeout_rate,average_path_length,average_time_diff,width,height,indoor_map_type,iterations,corridor_width,outdoor_map_type,num_static_obstacles,static_obstacle_size,other_map_type,mean_angle_info,entropy,map_size,max_entropy,num_obs_cv2,occupancy_ratio,distance_normalized,distance_avg,distance_variance,average_linear_velocity,average_obstalce_size,number_dynamic_obstalces,crowdnav,dwa,rlca,teb,0
0.22,0.113,0.59,0.41,0,90.34,871234000000,70,70,1,45,4,0,0,0,0,360,0.0233,2450,2.3219,2,0.3929,1,0.0098,0,0.52,0.67,6,0,0,1,0,0.605648453
0.22,0.113,0.18,0.82,0,300.27,2320000000000,90,90,0,0,0,1,20,6,0,307.3171,0.0356,4050,2.3219,11,0.3827,0.5,0.0152,0,0.37,0.55,4,0,0,1,0,0.059607627
0.22,0.113,0.23,0.77,0,190.52,1580000000000,70,70,1,15,5,0,0,0,0,180,0.0197,2450,2.3219,4,0.5037,1,0.0091,0,0.57,0.55,3,0,0,1,0,0.255369034
0.22,0.113,0.4,0.6,0,292.64,2660000000000,90,90,1,15,4,0,0,0,0,360,0.0206,4050,2.3219,1,0.6901,0,0,1,0,0,0,0,0,1,0,0.57266785
0.22,0.113,0.57,0.43,0,137.33,1370000000000,90,90,0,0,0,1,20,4,0,209.0323,0.0416,4050,2.3219,18,0.2207,0.4,0.0124,0,0.6,0.49,4,0,0,1,0,0.07825288
2,0.267,0.13,0.27,0.6,250.44,5280310000000,90,90,0,0,0,1,20,6,0,290.3226,0.0351,4050,2.3219,11,0.3978,0.5,0.0122,0,0,0,0,0,0,1,0,0.488168758
0.22,0.113,0.31,0.69,0,128.07,1520000000000,70,70,1,70,3,0,0,0,0,130.9091,0.0257,2450,2.3219,13,0.3637,0.7,0.0123,0,0.61,0.52,6,0,0,1,0,0.487900984
0.22,0.113,0.93,0.07,0,30.44,308000000000,50,50,0,0,0,1,0,2,0,180,0.0163,1250,2.3219,2,0.0784,1,0.0004,0,0.47,0.63,2,0,0,1,0,0.703805105
2,0.267,0.3,0,0.7,50,4644330000000,70,70,1,30,3,0,0,0,0,180,0.0201,2450,2.3219,2,0.519,0,0,1,0,0,0,0,0,1,0,0.90240403
0.22,0.113,0.33,0.67,0,255.15,2192070000000,70,70,1,30,4,0,0,0,0,180,0.0226,2450,2.3219,5,0.4292,0.4,0.0073,0,0.59,0.6,6,0,0,1,0,0.078009981
0.22,0.113,0.23,0.77,0,195.23,1760000000000,70,70,0,0,0,1,40,2,0,243.871,0.0283,2450,2.3219,37,0.2386,0.6,0.4829,0.0099,0.73,0.55,3,0,0,1,0,0.748452178
2,0.267,0.13,0.67,0.2,272.7,5089650000000,90,90,1,70,3,0,0,0,0,144,0.0307,4050,2.3219,7,0.5186,0.9,0.0088,0,0.56,0.54,12,0,0,1,0,0.012042764
1.1,0.625,0.62,0.38,0,28.78,405000000000,50,50,1,45,3,0,0,0,0,180,0.0141,1250,2.3219,4,0.348,0.5,0.0066,0,0.62,0.59,4,0,0,1,0,0.126100773
2,0.267,0.37,0.53,0.1,126.07,3140000000000,70,70,1,30,4,0,0,0,0,360,0.0213,2450,2.3219,1,0.4508,0,0,1,0.47,0.39,6,0,0,1,0,0.04338607
0.22,0.113,0.55,0.45,0,44.13,495000000000,50,50,1,45,4,0,0,0,0,90,0.0152,1250,2.3219,7,0.2844,0.7,0.008,0,0.76,0.62,2,0,0,1,0,0.671687514
0.22,0.113,0.33,0.67,0,255.15,2190000000000,70,70,1,30,4,0,0,0,0,180,0.0226,2450,2.3219,5,0.4292,0.4,0.0073,0,0.59,0.6,6,0,0,1,0,0.537608419
1.1,0.625,0.13,0,0.87,16.08,5580000000000,90,90,1,15,4,0,0,0,0,360,0.0226,4050,2.3219,1,0.661,0,0,1,0,0,0,0,0,1,0,0.670130303
0.22,0.113,0.43,0.57,0,71.53,801000000000,70,70,1,70,4,0,0,0,0,180,0.0247,2450,2.3219,10,0.3441,0.2,0.0102,0,0.63,0.73,3,0,0,1,0,0.181628797
0.22,0.113,0.41,0.59,0,252.55,1900000000000,90,90,1,45,5,0,0,0,0,341.0526,0.0365,4050,2.3219,7,0.3585,0.6,0.0195,0,0.4,0.46,12,0,0,1,0,0.367727554
0.22,0.113,0.5,0.5,0,84.13,710000000000,50,50,1,45,3,0,0,0,0,135,0.0137,1250,2.3219,6,0.3584,0.7,0.0081,0,0.5,0.59,4,0,0,1,0,0.104152458
0.22,0.113,0.62,0.38,0,109.43,1110000000000,50,50,1,70,4,0,0,0,0,90,0.0157,1250,2.3219,4,0.222,1,0.0059,0,0.23,0.39,4,0,0,1,0,0.299503725
1.1,0.625,0.57,0.43,0,24.54,326000000000,50,50,1,30,3,0,0,0,0,180,0.0118,1250,2.3219,3,0.4736,0.7,0.0052,0,0.63,0.4,6,0,0,1,0,0.788797199
0.22,0.113,0.57,0.43,0,167.09,1651100000000,70,70,1,30,5,0,0,0,0,360,0.022,2450,2.3219,1,0.4331,0,0,1,0.42,0.66,3,0,0,1,0,0.691125504
0.22,0.113,0.37,0.63,0,53.97,551000000000,50,50,0,0,0,1,20,6,0,332.3077,0.0078,1250,2.3219,5,0.7128,0.4,0.0511,0.0001,0.69,0.55,6,0,0,1,0,0.659539628
0.22,0.113,0.79,0.21,0,53.87,412000000000,70,70,1,70,4,0,0,0,0,270,0.0245,2450,2.3219,9,0.3449,0.6,0.0126,0,0,0,0,0,0,1,0,0.472251489
2,0.267,0.23,0.77,0,288.56,2780000000000,90,90,1,15,4,0,0,0,0,240,0.0169,4050,2.3219,4,0.7519,0.5,0.0063,0,0.56,0.73,12,0,0,1,0,0.184384221
0.22,0.113,0.33,0.67,0,262.94,1690000000000,90,90,1,70,4,0,0,0,0,284.2105,0.0352,4050,2.3219,10,0.3943,0.4,0.0097,0,0.46,0.44,8,0,0,1,0,0.574286991
1.1,0.625,0.3,0.67,0.03,113.15,3340000000000,70,70,1,45,3,0,0,0,0,257.1429,0.0215,2450,2.3219,8,0.4627,0.5,0.0113,0,0.54,0.43,3,0,0,1,0,0.423827133
1.1,0.625,0.86,0.1,0.03,31.19,599000000000,70,70,1,45,5,0,0,0,0,120,0.0244,2450,2.3219,5,0.3533,0.8,0.0035,0,0,0,0,0,0,1,0,0.36397534
2,0.267,0.2,0.77,0.03,341.48,3690000000000,90,90,1,30,4,0,0,0,0,288,0.0285,4050,2.3219,7,0.5519,0.3,0.0131,0,0.48,0.66,8,0,0,1,0,0.109379126
0.22,0.113,0.27,0.73,0,132.6,1230000000000,90,90,1,70,4,0,0,0,0,270,0.0374,4050,2.3219,10,0.3468,0.7,0.0102,0,0.39,0.62,8,0,0,1,0,0.776108827
1.1,0.625,0.23,0.77,0,153.45,1760000000000,90,90,1,30,4,0,0,0,0,360,0.0268,4050,2.3219,1,0.581,0,0,1,0.55,0.62,12,0,0,1,0,0.720399286
0.22,0.113,0.72,0.28,0,66.34,405683000000,50,50,1,70,4,0,0,0,0,360,0.0154,1250,2.3219,1,0.2288,0,0,1,0.51,0.68,6,0,0,1,0,0.423807548
0.22,0.113,0.6,0.4,0,118.91,951823000000,90,90,1,15,3,0,0,0,0,180,0.0168,4050,2.3219,2,0.7678,0,0,1,0,0,0,0,0,1,0,0.312652516
2,0.267,0.45,0.48,0.07,58.54,2719110000000,50,50,1,30,3,0,0,0,0,90,0.0114,1250,2.3219,4,0.506,1,0.0033,0,0.71,0.77,2,0,0,1,0,0.292744576
0.22,0.113,0.1,0.9,0,512.31,4580000000000,90,90,1,70,4,0,0,0,0,163.6364,0.0359,4050,2.3219,10,0.3801,0.6,0.0109,0,0.58,0.46,12,0,0,1,0,0.760933379
0.22,0.113,0.47,0.53,0,50.05,683000000000,50,50,0,0,0,1,10,2,0,180,0.016,1250,2.3219,8,0.1684,0.5,0.0092,0,0.55,0.49,2,0,0,1,0,0.513614025
0.22,0.113,0.87,0.13,0,49.55,683000000000,90,90,0,0,0,1,0,4,0,180,0.0454,4050,2.3219,2,0.044,0,0,1,0.79,0.51,8,0,0,1,0,0.110426857
0.22,0.113,0.28,0.72,0,323.71,2370000000000,70,70,1,15,4,0,0,0,0,360,0.0157,2450,2.3219,1,0.6273,0,0,1,0.58,0.29,3,0,0,1,0,0.546500211
2,0.267,0.27,0.7,0.03,214.69,4092790000000,90,90,1,30,4,0,0,0,0,360,0.0261,4050,2.3219,2,0.5863,1,0.0064,0,0.58,0.66,8,0,0,1,0,0.789781538
0.22,0.113,0.47,0.53,0,138.34,1300000000000,90,90,1,70,5,0,0,0,0,360,0.0368,4050,2.3219,2,0.3488,1,0.0135,0,0.59,0.57,12,0,0,1,0,0.482041377
2,0.267,0.47,0,0.53,47.54,3930000000000,50,50,1,30,3,0,0,0,0,360,0.0122,1250,2.3219,2,0.4564,1,0.0116,0,0,0,0,0,0,1,0,0.912934284
2,0.267,0.59,0.41,0,75.45,819000000000,50,50,1,30,3,0,0,0,0,120,0.0129,1250,2.3219,7,0.394,0.3,0.0071,0,0.59,0.6,6,0,0,1,0,0.625516439
0.22,0.113,0.27,0.73,0,367.27,3040000000000,90,90,1,30,3,0,0,0,0,240,0.0257,4050,2.3219,3,0.6152,1,0.0045,0,0,0,0,0,0,1,0,0.823019869
0.22,0.113,0.83,0.17,0,30.64,350830000000,70,50,1,70,5,0,0,0,0,90,0.021,1750,2.3219,4,0.1977,0.5,0.0044,0,0.55,0.46,2,0,0,1,0,0.660987672
0.22,0.113,0.28,0.72,0,335.42,2930000000000,90,90,1,45,5,0,0,0,0,308.5714,0.0319,4050,2.3219,6,0.4546,0.5,0.0257,0,0.51,0.56,12,0,0,1,0,0.109389723
0.22,0.113,0.17,0.83,0,248.71,2506630000000,90,90,1,15,4,0,0,0,0,360,0.0232,4050,2.3219,1,0.6483,0,0,1,0.73,0.55,8,0,0,1,0,0.235329588
0.22,0.113,0.4,0.57,0.03,427.23,2830000000000,90,90,1,15,5,0,0,0,0,360,0.0217,4050,2.3219,1,0.6599,0,0,1,0,0,0,0,0,1,0,0.697330396
0.22,0.113,0.3,0.7,0,228.67,2140000000000,70,70,1,45,3,0,0,0,0,120,0.0228,2450,2.3219,7,0.4349,0.6,0.0066,0,0.55,0.42,6,0,0,1,0,0.674542157
0.22,0.113,0.41,0.59,0,184.1,1480000000000,70,70,1,45,3,0,0,0,0,120,0.0204,2450,2.3219,6,0.5165,0.3,0.0068,0,0.38,0.44,3,0,0,1,0,0.323704485
0.22,0.113,0.87,0.13,0,40.94,502517000000,90,50,0,0,0,1,0,6,0,180,0.0273,2250,2.3219,2,0.0613,0,0,1,0.61,0.56,6,0,0,1,0,0.388129912
2,0.267,0.45,0.48,0.07,58.54,2720000000000,50,50,1,30,3,0,0,0,0,90,0.0114,1250,2.3219,4,0.506,1,0.0033,0,0.71,0.77,2,0,0,1,0,0.198483498
2,0.267,0.3,0.57,0.13,243.34,4460000000000,70,70,1,70,3,0,0,0,0,216,0.0242,2450,2.3219,7,0.3912,0.4,0.0068,0,0.54,0.42,9,0,0,1,0,0.795493962
2,0.267,0.3,0.63,0.07,361.42,3560000000000,90,90,1,45,4,0,0,0,0,360,0.0313,4050,2.3219,3,0.4981,0.7,0.0221,0,0.49,0.48,12,0,0,1,0,0.775272442
2,0.267,0.3,0.67,0.03,418.38,3100000000000,70,70,1,15,5,0,0,0,0,120,0.0193,2450,2.3219,4,0.5108,1,0.0083,0,0.53,0.62,6,0,0,1,0,0.442922761
0.22,0.113,0.4,0.6,0,159.7,1290000000000,90,90,0,0,0,1,30,2,0,200,0.0453,4050,2.3219,45,0.1305,0.5,0.0142,0,0.66,0.59,12,0,0,1,0,0.864086711
0.22,0.113,0.43,0.57,0,146.96,1270000000000,90,90,1,15,3,0,0,0,0,120,0.0168,4050,2.3219,3,0.7569,1,0.0063,0,0.68,0.88,4,0,0,1,0,0.022525809
1.1,0.625,0.38,0.62,0,197.92,2080000000000,90,90,1,15,4,0,0,0,0,180,0.0229,4050,2.3219,3,0.6621,0.7,0.0039,0,0.38,0.61,4,0,0,1,0,0.023891363
0.22,0.113,0.39,0.61,0,87.12,1530000000000,70,70,1,30,4,0,0,0,0,144,0.0225,2450,2.3219,5,0.4271,0.4,0.0076,0,0.73,0.45,6,0,0,1,0,0.39950241
2,0.267,0.45,0.48,0.07,120.54,2440000000000,50,50,1,70,3,0,0,0,0,288,0.0142,1250,2.3219,4,0.3264,0.8,0.0086,0,0.43,0.55,2,0,0,1,0,0.606919186
0.22,0.113,0.74,0.26,0,30.13,221000000000,50,50,1,15,4,0,0,0,0,360,0.0117,1250,2.3219,1,0.4748,0,0,1,0.54,0.52,4,0,0,1,0,0.916965375
0.22,0.113,0.34,0.66,0,203.94,1880000000000,90,90,1,45,5,0,0,0,0,163.6364,0.034,4050,2.3219,8,0.4186,0.5,0.0099,0,0.6,0.49,4,0,0,1,0,0.58678586
0.22,0.113,0.48,0.52,0,147.07,1500000000000,90,90,1,30,3,0,0,0,0,180,0.023,4050,2.3219,2,0.6643,0,0,1,0,0,0,0,0,1,0,0.728217834
0.22,0.113,1,0,0,33.3,245000000000,50,50,1,45,4,0,0,0,0,180,0.0147,1250,2.3219,2,0.284,0,0,1,0,0,0,0,0,1,0,0.492819618
0.22,0.113,0.31,0.69,0,232.87,1880310000000,70,70,1,45,3,0,0,0,0,240,0.0219,2450,2.3219,7,0.4714,0.7,0.0095,0,0.66,0.61,6,0,0,1,0,0.059288695
2,0.267,0.31,0.55,0.14,217.79,4090000000000,50,50,1,30,4,0,0,0,0,180,0.0128,1250,2.3219,2,0.384,0,0,1,0.29,0.58,4,0,0,1,0,0.698074073
1.1,0.625,0.5,0.18,0.32,73.91,2903790000000,90,90,1,30,3,0,0,0,0,300,0.0267,4050,2.3219,7,0.5937,0.6,0.0108,0,0,0,0,0,0,1,0,0.311364907
0.22,0.113,0.59,0.41,0,92.94,855003000000,50,50,1,30,3,0,0,0,0,360,0.0126,1250,2.3219,2,0.4388,1,0.0065,0,0.43,0.48,4,0,0,1,0,0.58377549
2,0.267,0.48,0.45,0.07,163.46,2200000000000,50,50,1,30,4,0,0,0,0,180,0.0129,1250,2.3219,5,0.4076,0.4,0.0105,0,0.55,0.56,4,0,0,1,0,0.418074656
1.1,0.625,0.3,0.6,0.1,101.05,1502470000000,90,90,1,70,4,0,0,0,0,180,0.0332,4050,2.3219,5,0.4547,0.8,0.0107,0,0.43,0.66,4,0,0,1,0,0.817297803
0.22,0.113,0.23,0.73,0.03,154.16,2009430000000,70,70,1,30,3,0,0,0,0,180,0.0176,2450,2.3219,2,0.5865,0,0,1,0,0,0,0,0,1,0,0.167067205
0.22,0.113,0.69,0.31,0,98.28,1110000000000,50,50,1,45,3,0,0,0,0,135,0.0143,1250,2.3219,7,0.356,0.6,0.011,0,0,0,0,0,0,1,0,0.490622508
0.22,0.113,0,1,0,609.31,4320000000000,90,90,1,45,3,0,0,0,0,150,0.0313,4050,2.3219,10,0.5156,0.4,0.0094,0,0.71,0.73,4,0,0,1,0,0.594873011
0.22,0.113,0.43,0.57,0,146.96,1266030000000,90,90,1,15,3,0,0,0,0,120,0.0168,4050,2.3219,3,0.7569,1,0.0063,0,0.68,0.88,4,0,0,1,0,0.708878675
0.22,0.113,0.1,0.9,0,722.48,4430000000000,70,70,0,0,0,1,30,4,0,240,0.0225,2450,2.3219,5,0.4433,0.6,0.0126,0,0.7,0.52,6,0,0,1,0,0.014878884
0.22,0.113,0.23,0.77,0,118.66,977000000000,70,70,1,45,4,0,0,0,0,249.2308,0.0239,2450,2.3219,9,0.398,0.2,0.0093,0,0.54,0.56,3,0,0,1,0,0.612789834
2,0.267,0.1,0.63,0.27,163.67,5049050000000,90,90,0,0,0,1,40,4,0,221.5385,0.0373,4050,2.3219,24,0.3702,0.5,0.0145,0,0.43,0.55,4,0,0,1,0,0.182105133
2,0.267,0.03,0.7,0.27,17.45,5810000000000,90,90,1,30,3,0,0,0,0,154.2857,0.0244,4050,2.3219,7,0.6316,0.6,0.0062,0,0.52,0.4,8,0,0,1,0,0.331902389
2,0.267,0.43,0.57,0,215.81,1310000000000,50,50,1,30,3,0,0,0,0,180,0.0137,1250,2.3219,4,0.3956,0.5,0.0086,0,0.56,0.65,6,0,0,1,0,0.518642614
1.1,0.625,0.17,0.83,0,173.25,3170000000000,90,90,1,70,5,0,0,0,0,180,0.0403,4050,2.3219,9,0.274,0.4,0.0129,0,0.59,0.71,12,0,0,1,0,0.57251285
0.22,0.113,0.1,0.9,0,338.96,3280000000000,90,90,1,70,3,0,0,0,0,216,0.0305,4050,2.3219,5,0.5281,0.4,0.0073,0,0.52,0.53,8,0,0,1,0,0.809098183
0.22,0.113,0.4,0.6,0,292.64,2664890000000,90,90,1,15,4,0,0,0,0,360,0.0206,4050,2.3219,1,0.6901,0,0,1,0,0,0,0,0,1,0,0.418987776
2,0.267,0.43,0.4,0.17,153.66,3210000000000,50,50,1,30,4,0,0,0,0,90,0.0152,1250,2.3219,5,0.25,0.6,0.0085,0,0.61,0.78,2,0,0,1,0,0.624546778
0.22,0.113,0.53,0.47,0,191.2,1346800000000,90,50,1,45,4,0,0,0,0,240,0.024,2250,2.3219,7,0.3078,0.6,0.0069,0,0.55,0.51,6,0,0,1,0,0.853252739
0.22,0.113,0.9,0.1,0,84.41,825837000000,70,70,1,15,5,0,0,0,0,180,0.0155,2450,2.3219,2,0.6251,0,0,1,0,0,0,0,0,1,0,0.877953857
0.22,0.113,0.1,0.9,0,181.6,2850000000000,90,90,1,70,4,0,0,0,0,144,0.036,4050,2.3219,10,0.3957,0.5,0.0092,0,0.42,0.67,12,0,0,1,0,0.435727971
0.22,0.113,0.23,0.77,0,314.72,2442750000000,90,90,1,30,3,0,0,0,0,180,0.0249,4050,2.3219,4,0.639,1,0.0088,0,0.51,0.57,12,0,0,1,0,0.316583744
1.1,0.625,0.4,0.6,0,120.2,1430000000000,90,90,1,45,5,0,0,0,0,240,0.0357,4050,2.3219,3,0.403,1,0.0066,0,0.72,0.59,4,0,0,1,0,0.870562072
0.22,0.113,0.23,0.77,0,314.72,2440000000000,90,90,1,30,3,0,0,0,0,180,0.0249,4050,2.3219,4,0.639,1,0.0088,0,0.51,0.57,12,0,0,1,0,0.292178106
2,0.267,0.03,0,0.97,13.24,5990000000000,70,70,1,45,4,0,0,0,0,308.5714,0.026,2450,2.3219,4,0.3284,0.2,0.0123,0,0,0,0,0,0,1,0,0.334583969
0.22,0.113,0.67,0.33,0,85.68,808000000000,70,70,0,0,0,1,20,2,0,90,0.0292,2450,2.3219,21,0.1469,0.6,0.0135,0,0.6,0.44,9,0,0,1,0,0.012038555
1.1,0.625,0.29,0.71,0,4.53,28038095266,70,50,1,15,3,0,0,0,0,360,0.0122,1750,2.3219,1,0.6137,0,0,1,0.5,0.59,4,0,0,1,0,0.292971338
2,0.267,0.62,0.31,0.07,107.86,2790000000000,50,50,1,30,5,0,0,0,0,180,0.0143,1250,2.3219,2,0.308,0,0,1,0.47,0.52,4,0,0,1,0,0.702948175
2,0.267,0.1,0.8,0.1,354.82,4520000000000,70,70,1,45,5,0,0,0,0,216,0.0249,2450,2.3219,9,0.3024,0.4,0.0095,0,0.58,0.49,9,0,0,1,0,0.791967673
0.22,0.113,0.93,0.07,0,18.9,295000000000,50,50,1,70,3,0,0,0,0,196.3636,0.0155,1250,2.3219,8,0.2344,0.5,0.0116,0,0,0,0,0,0,1,0,0.179154987
2,0.267,0.2,0.6,0.2,273.5,5061130000000,90,90,1,45,4,0,0,0,0,180,0.0341,4050,2.3219,9,0.4343,0.3,0.0109,0,0.69,0.61,8,0,0,1,0,0.502950515
0.22,0.113,0.76,0.24,0,53.41,632524000000,50,50,1,30,3,0,0,0,0,360,0.0119,1250,2.3219,1,0.4868,0,0,1,0,0,0,0,0,1,0,0.097632171
2,0.267,0.17,0.63,0.2,350.32,4619050000000,50,50,1,30,5,0,0,0,0,240,0.0148,1250,2.3219,3,0.2732,0,0.0053,0,0.59,0.69,4,0,0,1,0,0.48888953
0.22,0.113,0.03,0.33,0.63,12.33,5980000000000,70,70,1,30,4,0,0,0,0,332.3077,0.0228,2450,2.3219,4,0.4039,0.8,0.0116,0,0.73,0.3,3,0,0,1,0,0.213661614
2,0.267,0.8,0.2,0,12.42,105000000000,50,50,1,15,3,0,0,0,0,90,0.0111,1250,2.3219,4,0.5276,0.5,0.0056,0,0.53,0.56,2,0,0,1,0,0.691120268
0.22,0.113,0.17,0.83,0,243.73,2790000000000,90,90,0,0,0,1,30,4,0,105,0.0396,4050,2.3219,21,0.2972,0.5,0.0137,0,0,0,0,0,0,1,0,0.843430194
0.22,0.113,0.27,0.73,0,254.97,2210000000000,90,90,1,70,4,0,0,0,0,180,0.0378,4050,2.3219,9,0.353,0.6,0.0112,0,0.52,0.54,12,0,0,1,0,0.419379281
0.22,0.113,0.34,0.66,0,296.04,2099570000000,90,90,1,30,5,0,0,0,0,180,0.0338,4050,2.3219,6,0.43,0.3,0.0077,0,0.65,0.68,8,0,0,1,0,0.407670559
0.22,0.113,0.2,0.8,0,310.8,2390000000000,70,70,1,15,3,0,0,0,0,180,0.0141,2450,2.3219,2,0.6863,0,0,1,0.79,0.7,9,0,0,1,0,0.110275442
0.22,0.113,0.43,0.53,0.03,103.18,1201550000000,50,70,1,45,3,0,0,0,0,288,0.0176,1750,2.3219,6,0.4143,0.5,0.0134,0,0,0,0,0,0,1,0,0.147327586
2,0.267,0.43,0.57,0,112.04,2060000000000,50,50,1,30,4,0,0,0,0,90,0.0137,1250,2.3219,4,0.3568,1,0.0053,0,0.4,0.66,6,0,0,1,0,0.403032909
0.22,0.113,0.67,0.27,0.07,111.11,1525830000000,70,50,1,45,5,0,0,0,0,180,0.0191,1750,2.3219,4,0.2797,0.5,0.0039,0,0,0,0,0,0,1,0,0.657304009
0.22,0.113,0.6,0.4,0,110.97,1180000000000,70,70,1,70,3,0,0,0,0,65.4545,0.0226,2450,2.3219,9,0.4214,0.4,0.0064,0,0,0,0,0,0,1,0,0.311230548
0.22,0.113,0.63,0.37,0,49.5,603000000000,70,70,0,0,0,1,0,4,0,180,0.0295,2450,2.3219,2,0.0563,0,0,1,0.48,0.52,9,0,0,1,0,0.449305838
0.22,0.113,0.17,0.8,0.03,229.21,2470000000000,70,70,1,45,4,0,0,0,0,231.4286,0.0238,2450,2.3219,9,0.39,0.6,0.0086,0,0,0,0,0,0,1,0,0.977452812
0.22,0.113,0.23,0.77,0,228.74,1930000000000,90,90,1,70,5,0,0,0,0,270,0.0403,4050,2.3219,6,0.2737,0.5,0.0093,0,0.62,0.81,8,0,0,1,0,0.806461569
2,0.267,0.33,0.23,0.43,556.62,4051250000000,50,90,1,30,5,0,0,0,0,288,0.0226,2250,2.3219,5,0.34,0.4,0.0124,0,0.4,0.43,3,0,0,1,0,0.360627656
0.22,0.113,0.3,0.7,0,384.23,2235220000000,90,90,1,15,3,0,0,0,0,180,0.0184,4050,2.3219,2,0.7398,0,0,1,0.73,0.59,12,0,0,1,0,0.406515939
1.1,0.625,0.41,0.59,0,7.45,59655172473,70,90,0,0,0,1,30,6,0,300,0.0196,3150,2.3219,10,0.6384,0.4,0.0157,0,0.45,0.54,6,0,0,1,0,0.571327608
0.22,0.113,0.27,0.73,0,288.57,2900000000000,50,50,0,0,0,1,20,4,0,90,0.0118,1250,2.3219,4,0.4744,0.5,0.0034,0,0.27,0.83,2,0,0,1,0,0.729592578
0.22,0.113,0.23,0.73,0.03,256.41,2020000000000,90,90,1,70,3,0,0,0,0,138.4615,0.0341,4050,2.3219,13,0.4512,0.7,0.0098,0,0.55,0.56,8,0,0,1,0,0.881887652
0.22,0.113,0.73,0.27,0,94.88,1123200000000,90,90,1,70,5,0,0,0,0,200,0.0374,4050,2.3219,11,0.3175,0.5,0.0216,0,0,0,0,0,0,1,0,0.534489711
2,0.267,0.13,0.67,0.2,272.7,5090000000000,90,90,1,70,3,0,0,0,0,144,0.0307,4050,2.3219,7,0.5186,0.9,0.0088,0,0.56,0.54,12,0,0,1,0,0.044294621
0.22,0.113,0.9,0.1,0,75.1,634000000000,50,50,1,45,4,0,0,0,0,180,0.0155,1250,2.3219,5,0.2488,0.4,0.0095,0,0,0,0,0,0,1,0,0.628424475
2,0.267,0.43,0.53,0.03,295.47,3660000000000,90,90,1,15,4,0,0,0,0,360,0.021,4050,2.3219,1,0.691,0,0,1,0,0,0,0,0,1,0,0.324849562
0.22,0.113,0.14,0.86,0,297.43,2380000000000,70,70,1,30,4,0,0,0,0,360,0.0199,2450,2.3219,3,0.49,0.7,0.0109,0,0.54,0.58,9,0,0,1,0,0.575986055
0.22,0.113,0.38,0.62,0,93.65,719000000000,70,70,1,30,3,0,0,0,0,308.5714,0.0164,2450,2.3219,4,0.6129,0.8,0.0126,0,0.29,0.55,3,0,0,1,0,0.568041861
1.1,0.625,0.48,0.52,0,93.76,2100000000000,70,70,1,15,5,0,0,0,0,360,0.0189,2450,2.3219,1,0.539,0,0,1,0.76,0.68,3,0,0,1,0,0.928743347
2,0.267,0.47,0,0.53,47.54,3925850000000,50,50,1,30,3,0,0,0,0,360,0.0122,1250,2.3219,2,0.4564,1,0.0116,0,0,0,0,0,0,1,0,0.216887964
0.22,0.113,0.43,0.53,0.03,271.3,2258080000000,90,70,1,45,4,0,0,0,0,240,0.0272,3150,2.3219,3,0.4551,0.7,0.0024,0,0,0,0,0,0,1,0,0.059282718
1.1,0.625,1,0,0,4.52,101000000000,50,50,1,15,3,0,0,0,0,180,0.0096,1250,2.3219,2,0.5928,0,0,1,0,0,0,0,0,1,0,0.306434359
2,0.267,0.27,0.63,0.1,411.1,4000000000000,70,70,1,70,4,0,0,0,0,120,0.0246,2450,2.3219,8,0.3249,0.6,0.008,0,0.57,0.53,9,0,0,1,0,0.367714931
0.22,0.113,0.21,0.79,0,275.91,2600000000000,90,90,1,45,4,0,0,0,0,300,0.0319,4050,2.3219,8,0.4723,0.8,0.0112,0,0,0,0,0,0,1,0,0.930140796
1.1,0.625,0.66,0.34,0,27.26,300000000000,50,50,1,70,5,0,0,0,0,180,0.0156,1250,2.3219,2,0.2056,0,0,1,0.41,0.5,6,0,0,1,0,0.342730559
0.22,0.113,0.89,0.11,0,32.03,305000000000,50,50,1,70,5,0,0,0,0,180,0.0155,1250,2.3219,2,0.2316,0,0,1,0.26,0.41,2,0,0,1,0,0.061287871
0.22,0.113,0.76,0.24,0,31.94,554000000000,70,70,1,70,4,0,0,0,0,120,0.0246,2450,2.3219,6,0.3465,0.7,0.0091,0,0,0,0,0,0,1,0,0.53544298
