robot_max_speed,robot_radius,success_rate,collision_rate,timeout_rate,average_path_length,average_time_diff,width,height,indoor_map_type,iterations,corridor_width,outdoor_map_type,num_static_obstacles,static_obstacle_size,other_map_type,mean_angle_info,entropy,map_size,max_entropy,num_obs_cv2,occupancy_ratio,distance_normalized,distance_avg,distance_variance,average_linear_velocity,average_obstalce_size,number_dynamic_obstalces,crowdnav,dwa,rlca,teb,0
0.22,0.113,0.76,0.24,0,51.03,368000000000,50,50,1,70,4,0,0,0,0,180,0.0151,1250,2.3219,2,0.2572,0,0,1,0.22,0.79,4,0,0,1,0,0.426089878
2,0.267,0.6,0.4,0,262.47,2020000000000,70,70,1,15,5,0,0,0,0,205.7143,0.0209,2450,2.3219,6,0.4751,0.7,0.0089,0,0.61,0.55,9,0,0,1,0,0.768361693
2,0.267,0.52,0.48,0,93.83,1080000000000,70,70,1,30,3,0,0,0,0,360,0.0183,2450,2.3219,1,0.5731,0,0,1,0.56,0.61,6,0,0,1,0,0.311426572
2,0.267,0.33,0.67,0,403.67,3710000000000,90,90,1,30,3,0,0,0,0,120,0.0235,4050,2.3219,6,0.6474,0.7,0.0042,0,0,0,0,0,0,1,0,0.455048638
0.22,0.113,0.24,0.76,0,255.23,2660000000000,90,90,1,30,4,0,0,0,0,180,0.0242,4050,2.3219,2,0.6133,0,0,1,0.52,0.5,4,0,0,1,0,0.169615788
1.1,0.625,0.17,0.83,0,218.2,2356130000000,70,70,1,15,4,0,0,0,0,180,0.0178,2450,2.3219,2,0.5696,1,0.0001,0,0.5,0.6,6,0,0,1,0,0.052783076
0.22,0.113,0.48,0.52,0,152.84,1340000000000,70,70,1,45,4,0,0,0,0,120,0.0221,2450,2.3219,7,0.4241,0.3,0.0089,0,0,0,0,0,0,1,0,0.712519485
0.22,0.113,0.31,0.69,0,232.87,1880000000000,70,70,1,45,3,0,0,0,0,240,0.0219,2450,2.3219,7,0.4714,0.7,0.0095,0,0.66,0.61,6,0,0,1,0,0.991385161
1.1,0.625,0.13,0.87,0,134.9,1650000000000,90,90,1,45,4,0,0,0,0,180,0.0344,4050,2.3219,8,0.4349,0.5,0.0082,0,0.62,0.4,8,0,0,1,0,0.712055881
0.22,0.113,0.2,0.8,0,179.33,1680000000000,90,90,1,70,4,0,0,0,0,332.3077,0.0366,4050,2.3219,5,0.3825,0.4,0.0098,0,0.51,0.49,12,0,0,1,0,0.574742219
0.22,0.113,0.36,0.64,0,68.67,933000000000,50,50,1,45,3,0,0,0,0,144,0.014,1250,2.3219,11,0.3676,0.7,0.0101,0,0.69,0.45,6,0,0,1,0,0.696201678
1.1,0.625,0.32,0.68,0,97.19,2770000000000,70,70,1,45,3,0,0,0,0,180,0.0215,2450,2.3219,4,0.47,0.2,0.0077,0,0.61,0.82,3,0,0,1,0,0.635883096
0.22,0.113,0.3,0.7,0,228.67,2136440000000,70,70,1,45,3,0,0,0,0,120,0.0228,2450,2.3219,7,0.4349,0.6,0.0066,0,0.55,0.42,6,0,0,1,0,0.861772475
0.22,0.113,0.29,0.71,0,387.3,3520000000000,70,70,0,0,0,1,30,6,0,327.2727,0.0165,2450,2.3219,7,0.6188,0.6,0.0137,0,0.4,0.55,9,0,0,1,0,0.005646321
0.22,0.113,0.1,0.9,0,487.68,3590000000000,90,90,1,45,4,0,0,0,0,360,0.0317,4050,2.3219,3,0.4864,0.3,0.0309,0,0.65,0.41,4,0,0,1,0,0.054428535
0.22,0.113,0.68,0.32,0,31.85,275000000000,50,50,1,45,3,0,0,0,0,90,0.0132,1250,2.3219,4,0.3912,1,0.0082,0,0,0,0,0,0,1,0,0.165660419
1.1,0.625,0.03,0.47,0.5,10.46,6000000000000,50,50,1,70,5,0,0,0,0,180,0.0154,1250,2.3219,2,0.1996,0,0,1,0.41,0.65,2,0,0,1,0,0.855140094
0.22,0.113,0.2,0.43,0.37,11.33,5010000000000,70,70,1,15,4,0,0,0,0,180,0.0173,2450,2.3219,2,0.5922,0,0,1,0.58,0.44,6,0,0,1,0,0.21842817
0.22,0.113,0.1,0.9,0,338.96,3277250000000,90,90,1,70,3,0,0,0,0,216,0.0305,4050,2.3219,5,0.5281,0.4,0.0073,0,0.52,0.53,8,0,0,1,0,0.017587271
0.22,0.113,0.2,0.77,0.03,362.86,4040000000000,70,70,1,45,3,0,0,0,0,180,0.019,2450,2.3219,12,0.5482,0.5,0.0091,0,0.6,0.31,3,0,0,1,0,0.570853022
2,0.267,0.36,0.04,0.61,205.68,4880000000000,70,70,1,30,5,0,0,0,0,180,0.023,2450,2.3219,2,0.3816,0,0,1,0,0,0,0,0,1,0,0.18437939
0.22,0.113,0.27,0.73,0,134.53,1380000000000,50,50,1,45,3,0,0,0,0,120,0.0139,1250,2.3219,3,0.3532,0.7,0.0051,0,0.59,0.52,6,0,0,1,0,0.729601314
0.22,0.113,0.27,0.73,0,386.42,2240000000000,90,90,1,30,4,0,0,0,0,180,0.023,4050,2.3219,4,0.6383,0.2,0.008,0,0.59,0.42,8,0,0,1,0,0.922105099
0.22,0.113,0.34,0.66,0,128.53,1520000000000,50,50,1,30,3,0,0,0,0,120,0.0124,1250,2.3219,3,0.4516,1,0.0063,0,0.52,0.88,2,0,0,1,0,0.406240438
0.22,0.113,0.43,0.5,0.07,113.08,1640000000000,90,90,0,0,0,1,30,2,0,120,0.0454,4050,2.3219,33,0.1315,0.6,0.0139,0,0,0,0,0,0,1,0,0.613199844
0.22,0.113,0.38,0.59,0.03,272.78,1880000000000,70,70,1,45,4,0,0,0,0,261.8182,0.0221,2450,2.3219,6,0.4024,0.3,0.0101,0,0,0,0,0,0,1,0,0.476630843
0.22,0.113,0.9,0.1,0,29.26,281541000000,50,50,1,70,4,0,0,0,0,180,0.0151,1250,2.3219,2,0.2472,0,0,1,0.47,0.2,2,0,0,1,0,0.817316148
0.22,0.113,0.67,0.33,0,67.65,996000000000,70,70,0,0,0,1,20,2,0,196.3636,0.0292,2450,2.3219,22,0.1504,0.6,0.0144,0,0.5,0.74,9,0,0,1,0,0.02518082
0.22,0.113,0.55,0.45,0,38.2,454579000000,50,50,1,30,5,0,0,0,0,180,0.0135,1250,2.3219,3,0.3544,1,0.0076,0,0.45,0.68,2,0,0,1,0,0.490303668
0.22,0.113,0.33,0.67,0,257.66,1780000000000,90,90,1,45,3,0,0,0,0,288,0.0304,4050,2.3219,4,0.5278,0.5,0.0105,0,0.6,0.68,8,0,0,1,0,0.871545102
1.1,0.625,0.17,0.83,0,68.17,1860000000000,50,50,1,30,3,0,0,0,0,180,0.0119,1250,2.3219,6,0.482,0.5,0.0101,0,0.52,0.77,6,0,0,1,0,0.668110443
0.22,0.113,0.2,0.77,0.03,362.86,4044150000000,70,70,1,45,3,0,0,0,0,180,0.019,2450,2.3219,12,0.5482,0.5,0.0091,0,0.6,0.31,3,0,0,1,0,0.549309625
0.22,0.113,0.36,0.64,0,68.67,933139000000,50,50,1,45,3,0,0,0,0,144,0.014,1250,2.3219,11,0.3676,0.7,0.0101,0,0.69,0.45,6,0,0,1,0,0.098791449
1.1,0.625,0.47,0.5,0.03,165.26,1670000000000,90,90,1,70,5,0,0,0,0,135,0.0371,4050,2.3219,10,0.3289,0.5,0.0086,0,0.66,0.56,4,0,0,1,0,0.19088816
2,0.267,0.3,0.6,0.1,218.2,4066990000000,90,50,1,45,5,0,0,0,0,180,0.0228,2250,2.3219,2,0.3398,0,0,1,0.67,0.24,9,0,0,1,0,0.495508449
0.22,0.113,0.31,0.69,0,188.34,1440000000000,90,90,0,0,0,1,10,6,0,140,0.0406,4050,2.3219,14,0.2247,0.6,0.0147,0,0.74,0.46,4,0,0,1,0,0.426090121
0.22,0.113,0.07,0.93,0,376,2980000000000,90,90,1,70,4,0,0,0,0,266.6667,0.036,4050,2.3219,17,0.389,0.6,0.0101,0,0.51,0.57,12,0,0,1,0,0.859688132
0.22,0.113,0.72,0.28,0,51.05,451000000000,70,70,1,70,5,0,0,0,0,120,0.0276,2450,2.3219,8,0.218,0.8,0.0108,0,0.55,0.48,6,0,0,1,0,0.732066961
0.22,0.113,0.24,0.76,0,382.72,2890000000000,90,90,1,45,3,0,0,0,0,270,0.0294,4050,2.3219,9,0.5423,0.6,0.0147,0,0.61,0.58,12,0,0,1,0,0.980560161
1.1,0.625,0.33,0.67,0,101.88,1854880000000,50,90,1,30,3,0,0,0,0,180,0.0171,2250,2.3219,3,0.5447,1,0.0137,0,0.42,0.57,6,0,0,1,0,0.327254829
0.22,0.113,0.97,0.03,0,23.24,300000000000,50,50,0,0,0,1,0,4,0,180,0.0163,1250,2.3219,2,0.0784,1,0.0004,0,0.91,0.59,4,0,0,1,0,0.253018266
0.22,0.113,0.31,0.62,0.07,159.81,1750000000000,90,90,0,0,0,1,20,4,0,298.9831,0.0416,4050,2.3219,18,0.2279,0.6,0.0129,0,0,0,0,0,0,1,0,0.169717942
0.22,0.113,0.41,0.59,0,89.07,801000000000,50,50,1,15,4,0,0,0,0,180,0.0101,1250,2.3219,2,0.5624,1,0.0006,0,0.64,0.51,2,0,0,1,0,0.342027748
0.22,0.113,0.33,0.67,0,257.66,1779240000000,90,90,1,45,3,0,0,0,0,288,0.0304,4050,2.3219,4,0.5278,0.5,0.0105,0,0.6,0.68,8,0,0,1,0,0.893186941
0.22,0.113,0.72,0.28,0,66.34,406000000000,50,50,1,70,4,0,0,0,0,360,0.0154,1250,2.3219,1,0.2288,0,0,1,0.51,0.68,6,0,0,1,0,0.937317321
0.22,0.113,0.13,0.87,0,318.9,2030000000000,90,90,1,30,3,0,0,0,0,180,0.0237,4050,2.3219,3,0.6468,0.3,0.0115,0,0.46,0.47,4,0,0,1,0,0.137387924
0.22,0.113,0.8,0.2,0,103.64,914000000000,50,50,1,30,4,0,0,0,0,180,0.0138,1250,2.3219,5,0.352,0.8,0.0084,0,0.65,0.5,2,0,0,1,0,0.86361735
0.22,0.113,0.28,0.72,0,138.64,905000000000,70,70,1,70,3,0,0,0,0,160,0.024,2450,2.3219,9,0.3892,0.3,0.0092,0,0.58,0.44,6,0,0,1,0,0.538480946
0.22,0.113,0.4,0.6,0,131.4,1267550000000,70,70,1,15,4,0,0,0,0,90,0.0154,2450,2.3219,5,0.6257,0.8,0.0067,0,0.51,0.61,6,0,0,1,0,0.800212123
0.22,0.113,0.37,0.63,0,65.96,1020000000000,70,70,0,0,0,1,20,2,0,184.6154,0.0292,2450,2.3219,24,0.15,0.6,0.0115,0,0.48,0.68,6,0,0,1,0,0.539946147
0.22,0.113,0.43,0.57,0,138.65,1480000000000,70,70,1,45,4,0,0,0,0,308.5714,0.0213,2450,2.3219,6,0.4414,0.8,0.009,0,0,0,0,0,0,1,0,0.533636854
0.22,0.113,0.23,0.77,0,346.41,2640000000000,90,90,0,0,0,1,20,4,0,300.8955,0.0416,4050,2.3219,24,0.2335,0.5,0.0152,0,0,0,0,0,0,1,0,0.235003587
1.1,0.625,0.31,0.69,0,98.86,1030000000000,90,90,1,30,3,0,0,0,0,221.5385,0.026,4050,2.3219,8,0.6053,0.5,0.0081,0,0.45,0.67,8,0,0,1,0,0.467593476
0.22,0.113,0.9,0.1,0,22.69,207393000000,50,50,1,45,5,0,0,0,0,180,0.0142,1250,2.3219,2,0.3048,0,0,1,0.44,0.57,4,0,0,1,0,0.461280284
0.22,0.113,0.28,0.72,0,217.28,1780000000000,90,90,1,70,3,0,0,0,0,240,0.0296,4050,2.3219,3,0.5368,0.7,0.0033,0,0.57,0.52,12,0,0,1,0,0.82080482
0.22,0.113,0.61,0.39,0,52.62,466000000000,50,50,1,45,5,0,0,0,0,180,0.0156,1250,2.3219,3,0.2424,1,0.0082,0,0.61,0.7,6,0,0,1,0,0.457196409
1.1,0.625,1,0,0,4.23,120000000000,70,70,1,15,4,0,0,0,0,180,0.0142,2450,2.3219,3,0.6529,0.7,0.0047,0,0,0,0,0,0,1,0,0.049954103
0.22,0.113,0.9,0.1,0,26.15,238772000000,50,50,1,70,3,0,0,0,0,180,0.0151,1250,2.3219,3,0.2944,1,0.0105,0,0.39,0.38,2,0,0,1,0,0.943434244
0.22,0.113,0.53,0.47,0,104.74,741000000000,70,70,1,45,5,0,0,0,0,332.3077,0.0252,2450,2.3219,5,0.3212,0.4,0.0103,0,0.55,0.44,3,0,0,1,0,0.058288326
0.22,0.113,0.27,0.73,0,267.2,2440000000000,90,90,1,70,4,0,0,0,0,120,0.0375,4050,2.3219,11,0.3701,0.5,0.0195,0,0.47,0.41,8,0,0,1,0,0.514571897
0.22,0.113,0.83,0.17,0,42.82,359000000000,50,50,1,45,4,0,0,0,0,90,0.0147,1250,2.3219,4,0.2976,1,0.0068,0,0.3,0.63,4,0,0,1,0,0.49248939
0.22,0.113,0.27,0.73,0,238.8,3110000000000,90,90,1,30,5,0,0,0,0,360,0.0314,4050,2.3219,2,0.4767,1,0.0175,0,0.56,0.46,8,0,0,1,0,0.054640053
0.22,0.113,0.5,0.47,0.03,148.06,1799170000000,90,90,1,70,5,0,0,0,0,110.7692,0.0415,4050,2.3219,13,0.2514,0.5,0.0096,0,0.66,0.43,8,0,0,1,0,0.30478494
2,0.267,0.55,0.14,0.31,223.59,3440000000000,50,50,1,70,3,0,0,0,0,120,0.015,1250,2.3219,5,0.2952,0.4,0.0061,0,0,0,0,0,0,1,0,0.752757457
0.22,0.113,0.45,0.55,0,78.48,679000000000,50,50,1,45,4,0,0,0,0,90,0.0141,1250,2.3219,4,0.2864,0.5,0.0052,0,0.37,0.73,6,0,0,1,0,0.271080539
2,0.267,0.53,0.47,0,52.69,513000000000,50,50,1,30,3,0,0,0,0,360,0.0123,1250,2.3219,2,0.4512,1,0.0106,0,0.62,0.54,6,0,0,1,0,0.877963158
0.22,0.113,0.1,0.9,0,540.56,3800000000000,90,90,1,15,4,0,0,0,0,180,0.0234,4050,2.3219,2,0.6457,1,0.0001,0,0.62,0.56,8,0,0,1,0,0.768341535
0.22,0.113,0.85,0.15,0,17.44,338000000000,50,50,1,45,3,0,0,0,0,216,0.0139,1250,2.3219,7,0.3676,0.7,0.0123,0,0.52,0.69,2,0,0,1,0,0.058261584
2,0.267,0.63,0,0.37,38.54,2568990000000,70,50,1,15,5,0,0,0,0,180,0.0126,1750,2.3219,2,0.5891,0,0,1,0,0,0,0,0,1,0,0.918472096
0.22,0.113,0.64,0.36,0,51.76,480000000000,50,50,1,45,3,0,0,0,0,60,0.0127,1250,2.3219,6,0.404,0.7,0.0091,0,0.68,0.26,2,0,0,1,0,0.488133394
0.22,0.113,0.2,0.8,0,267.56,2730000000000,90,90,1,30,3,0,0,0,0,180,0.0218,4050,2.3219,2,0.679,0,0,1,0.39,0.62,8,0,0,1,0,0.690135593
0.22,0.113,0.63,0.37,0,53.31,457000000000,50,50,1,15,5,0,0,0,0,180,0.0128,1250,2.3219,3,0.3884,1,0.0077,0,0.62,0.55,6,0,0,1,0,0.016763992
0.22,0.113,0.27,0.73,0,386.42,2243130000000,90,90,1,30,4,0,0,0,0,180,0.023,4050,2.3219,4,0.6383,0.2,0.008,0,0.59,0.42,8,0,0,1,0,0.323716695
0.22,0.113,0.13,0.87,0,554.16,3730000000000,90,90,0,0,0,1,30,6,0,210,0.0315,4050,2.3219,10,0.4722,0.7,0.0139,0,0.52,0.49,12,0,0,1,0,0.476026775
0.22,0.113,0.67,0.33,0,137.45,1580000000000,90,90,1,70,5,0,0,0,0,180,0.0379,4050,2.3219,3,0.3074,1,0.0074,0,0.46,0.59,4,0,0,1,0,0.4142318
0.22,0.113,0.67,0.33,0,102.32,901000000000,70,70,1,70,5,0,0,0,0,360,0.0276,2450,2.3219,2,0.2141,1,0.0037,0,0,0,0,0,0,1,0,0.656838574
0.22,0.113,0.8,0.17,0.03,156.32,1510000000000,70,70,1,30,5,0,0,0,0,360,0.0208,2450,2.3219,2,0.4378,1,0.0085,0,0,0,0,0,0,1,0,0.898539731
2,0.267,0.33,0.5,0.17,387.14,4120000000000,90,90,1,45,5,0,0,0,0,360,0.0351,4050,2.3219,2,0.4033,1,0.0132,0,0.56,0.56,8,0,0,1,0,0.26253145
0.22,0.113,0.31,0.69,0,128.07,1515660000000,70,70,1,70,3,0,0,0,0,130.9091,0.0257,2450,2.3219,13,0.3637,0.7,0.0123,0,0.61,0.52,6,0,0,1,0,0.881869086
1.1,0.625,0.47,0.5,0.03,165.26,1668150000000,90,90,1,70,5,0,0,0,0,135,0.0371,4050,2.3219,10,0.3289,0.5,0.0086,0,0.66,0.56,4,0,0,1,0,0.034673015
0.22,0.113,0.33,0.67,0,311.55,2410000000000,70,70,1,45,3,0,0,0,0,320,0.022,2450,2.3219,5,0.4563,0.4,0.0128,0,0,0,0,0,0,1,0,0.010714062
2,0.267,0.6,0.3,0.1,76.05,2750000000000,50,50,1,45,5,0,0,0,0,180,0.014,1250,2.3219,2,0.3292,0,0,1,0.74,0.56,4,0,0,1,0,0.884275302
0.22,0.113,1,0,0,21.79,256000000000,50,50,1,15,5,0,0,0,0,180,0.0129,1250,2.3219,2,0.402,0,0,1,0,0,0,0,0,1,0,0.16695339
0.22,0.113,0.5,0.5,0,153.07,1050000000000,70,70,1,15,4,0,0,0,0,90,0.0153,2450,2.3219,4,0.6261,1,0.0063,0,0,0,0,0,0,1,0,0.783431652
0.22,0.113,0.27,0.73,0,210.34,1680000000000,90,90,1,45,5,0,0,0,0,288,0.0354,4050,2.3219,6,0.4074,0.8,0.0069,0,0.73,0.62,8,0,0,1,0,0.63327228
0.22,0.113,0.67,0.33,0,137.45,1579440000000,90,90,1,70,5,0,0,0,0,180,0.0379,4050,2.3219,3,0.3074,1,0.0074,0,0.46,0.59,4,0,0,1,0,0.85468557
0.22,0.113,1,0,0,26.83,226000000000,50,50,1,70,4,0,0,0,0,180,0.0154,1250,2.3219,2,0.232,0,0,1,0,0,0,0,0,1,0,0.788700444
2,0.267,0.33,0.07,0.6,500.05,4540000000000,50,50,1,70,3,0,0,0,0,360,0.0139,1250,2.3219,1,0.3284,0,0,1,0,0,0,0,0,1,0,0.202915211
0.22,0.113,0.27,0.73,0,254.97,2212530000000,90,90,1,70,4,0,0,0,0,180,0.0378,4050,2.3219,9,0.353,0.6,0.0112,0,0.52,0.54,12,0,0,1,0,0.367774423
0.22,0.113,0.43,0.57,0,107.35,1120000000000,70,70,1,70,4,0,0,0,0,240,0.0275,2450,2.3219,5,0.2492,0.8,0.0097,0,0.4,0.47,6,0,0,1,0,0.05215515
1.1,0.625,0.79,0.21,0,57.48,538000000000,70,70,1,45,5,0,0,0,0,180,0.0244,2450,2.3219,3,0.3288,1,0.0071,0,0.86,0.7,3,0,0,1,0,0.023869711
0.22,0.113,0.2,0.8,0,307.78,3030000000000,90,90,1,70,3,0,0,0,0,270,0.0347,4050,2.3219,22,0.4381,0.6,0.0113,0,0.62,0.42,8,0,0,1,0,0.375559723
0.22,0.113,0.13,0.87,0,340.77,2690000000000,90,90,1,70,4,0,0,0,0,313.0435,0.0352,4050,2.3219,8,0.392,0.5,0.0103,0,0.57,0.27,4,0,0,1,0,0.540227462
0.22,0.113,0.17,0.83,0,533.29,3420000000000,70,70,0,0,0,1,30,4,0,300,0.0225,2450,2.3219,9,0.4386,0.3,0.0124,0,0.66,0.64,3,0,0,1,0,0.197255231
2,0.267,0.45,0.55,0,35.28,789586000000,50,70,0,0,0,1,30,6,0,300,0.0084,1750,2.3219,8,0.7631,0.5,0.123,0.0001,0.53,0.74,6,0,0,1,0,0.153230807
0.22,0.113,0.8,0.2,0,103.64,914493000000,50,50,1,30,4,0,0,0,0,180,0.0138,1250,2.3219,5,0.352,0.8,0.0084,0,0.65,0.5,2,0,0,1,0,0.446061637
0.22,0.113,0.62,0.38,0,82.19,660000000000,70,70,1,70,5,0,0,0,0,360,0.0252,2450,2.3219,2,0.2831,1,0.0733,0,0.47,0.61,9,0,0,1,0,0.36519416
0.22,0.113,0.03,0.33,0.63,17.14,5790000000000,90,90,1,15,5,0,0,0,0,270,0.0245,4050,2.3219,4,0.6251,1,0.0113,0,0.42,0.59,4,0,0,1,0,0.661386844
0.22,0.113,0.23,0.73,0.03,154.16,2010000000000,70,70,1,30,3,0,0,0,0,180,0.0176,2450,2.3219,2,0.5865,0,0,1,0,0,0,0,0,1,0,0.929522419
2,0.267,0.41,0.55,0.03,257.72,2680000000000,70,70,1,70,3,0,0,0,0,180,0.0254,2450,2.3219,13,0.3649,0.5,0.0165,0,0.64,0.78,6,0,0,1,0,0.625511403
2,0.267,0.07,0.43,0.5,10.61,5780000000000,50,50,1,45,3,0,0,0,0,180,0.0144,1250,2.3219,10,0.334,0.6,0.0097,0,0.57,0.62,2,0,0,1,0,0.982414975
0.22,0.113,0.27,0.73,0,278.77,2670000000000,70,70,1,15,4,0,0,0,0,120,0.0179,2450,2.3219,4,0.5557,0.5,0.0063,0,0.51,0.53,6,0,0,1,0,0.336963454
0.22,0.113,0.17,0.83,0,334.01,2890000000000,70,70,1,45,3,0,0,0,0,180,0.0224,2450,2.3219,5,0.4559,0.4,0.008,0,0.55,0.55,6,0,0,1,0,0.93049976
0.22,0.113,0.28,0.72,0,298.31,2250000000000,50,50,1,15,3,0,0,0,0,180,0.0105,1250,2.3219,2,0.5252,0,0,1,0.57,0.57,6,0,0,1,0,0.238144822
1.1,0.625,0.93,0.07,0,36.5,416000000000,70,70,1,70,5,0,0,0,0,180,0.026,2450,2.3219,4,0.2743,1,0.0069,0,0,0,0,0,0,1,0,0.182242911
0.22,0.113,0.76,0.24,0,74.74,589000000000,70,70,1,45,4,0,0,0,0,360,0.0214,2450,2.3219,3,0.4312,0.3,0.007,0,0.39,0.48,9,0,0,1,0,0.180537102
0.22,0.113,0.54,0.46,0,135.12,935000000000,50,50,1,15,4,0,0,0,0,180,0.01,1250,2.3219,3,0.5484,1,0.0064,0,0.71,0.56,4,0,0,1,0,0.448448874
0.22,0.113,0.61,0.39,0,22.48,171725000000,50,50,1,15,3,0,0,0,0,180,0.0098,1250,2.3219,3,0.5668,1,0.0054,0,0.72,0.62,4,0,0,1,0,0.025205043
0.22,0.113,0.4,0.6,0,250.08,2070000000000,90,90,1,45,5,0,0,0,0,144,0.0329,4050,2.3219,7,0.4419,0.4,0.0092,0,0,0,0,0,0,1,0,0.706375937
2,0.267,0.27,0.7,0.03,219.14,2865480000000,70,70,1,15,5,0,0,0,0,216,0.019,2450,2.3219,5,0.5106,0.6,0.0088,0,0.66,0.6,9,0,0,1,0,0.298958287
0.22,0.113,0.48,0.52,0,87.74,876000000000,90,90,1,70,5,0,0,0,0,225,0.0393,4050,2.3219,10,0.3051,0.5,0.0108,0,0.48,0.63,8,0,0,1,0,0.603818322
2,0.267,0.31,0.66,0.03,248.99,2990000000000,90,90,1,45,3,0,0,0,0,187.8261,0.0287,4050,2.3219,9,0.5422,0.3,0.017,0,0.66,0.44,12,0,0,1,0,0.433789729
2,0.267,0.5,0.27,0.23,76.86,3410000000000,50,50,1,30,5,0,0,0,0,360,0.0148,1250,2.3219,1,0.2936,0,0,1,0.25,0.32,2,0,0,1,0,0.522457495
0.22,0.113,0.93,0.07,0,42.03,519000000000,70,70,0,0,0,1,0,6,0,180,0.0295,2450,2.3219,2,0.0563,0,0,1,0.65,0.62,3,0,0,1,0,0.095704661
2,0.267,0.5,0.5,0,5.76,100325000000,50,50,1,15,3,0,0,0,0,180,0.0096,1250,2.3219,2,0.606,0,0,1,0.72,0.68,2,0,0,1,0,0.026061808
0.22,0.113,0.2,0.8,0,466.45,3360000000000,70,70,0,0,0,1,20,6,0,270,0.02,2450,2.3219,7,0.4994,0.6,0.0127,0,0.57,0.6,9,0,0,1,0,0.857430007
1.1,0.625,0.71,0.29,0,26.3,243000000000,50,50,1,15,5,0,0,0,0,180,0.0113,1250,2.3219,2,0.4828,0,0,1,0.85,0.66,4,0,0,1,0,0.059261127
0.22,0.113,0.47,0.53,0,187.46,1410000000000,90,90,0,0,0,1,10,6,0,281.25,0.0408,4050,2.3219,14,0.2314,0.6,0.0127,0,0.46,0.39,8,0,0,1,0,0.780869534
2,0.267,0.39,0.57,0.04,272.85,3292260000000,70,70,1,15,4,0,0,0,0,180,0.0162,2450,2.3219,3,0.6135,1,0.0046,0,0.58,0.67,6,0,0,1,0,0.880892943
0.22,0.113,0.17,0.83,0,357.19,2810000000000,70,70,1,15,3,0,0,0,0,180,0.0145,2450,2.3219,2,0.6729,0,0,1,0.9,0.69,3,0,0,1,0,0.431382513
0.22,0.113,0.1,0.9,0,346,3194510000000,90,90,1,30,4,0,0,0,0,240,0.0264,4050,2.3219,7,0.5727,0.4,0.0078,0,0.46,0.4,4,0,0,1,0,0.894225855
0.22,0.113,0.77,0.23,0,37.21,285000000000,50,50,1,70,5,0,0,0,0,180,0.0149,1250,2.3219,2,0.2592,0,0,1,0.34,0.6,4,0,0,1,0,0.704754981
1.1,0.625,0.43,0.57,0,70.01,1446480000000,50,90,0,0,0,1,10,4,0,231.4286,0.0256,2250,2.3219,12,0.2091,0.7,0.017,0,0.67,0.61,6,0,0,1,0,0.647129371
0.22,0.113,0.55,0.45,0,38.2,455000000000,50,50,1,30,5,0,0,0,0,180,0.0135,1250,2.3219,3,0.3544,1,0.0076,0,0.45,0.68,2,0,0,1,0,0.06628606
0.22,0.113,0.23,0.77,0,190.78,1830000000000,70,70,0,0,0,1,40,2,0,200,0.0285,2450,2.3219,29,0.2327,0.5,0.0121,0,0.56,0.82,6,0,0,1,0,0.350241387
0.22,0.113,0.39,0.61,0,146.61,1430000000000,70,70,1,70,3,0,0,0,0,80,0.0236,2450,2.3219,9,0.3831,0.3,0.0068,0,0,0,0,0,0,1,0,0.918486577
1.1,0.625,0.3,0.7,0,233.9,2519840000000,70,90,1,70,4,0,0,0,0,240,0.0299,3150,2.3219,8,0.3527,0.6,0.0083,0,0.64,0.58,9,0,0,1,0,0.476647864
0.22,0.113,0.3,0.7,0,147.43,1480000000000,90,90,1,70,4,0,0,0,0,240,0.0382,4050,2.3219,12,0.3425,0.3,0.0107,0,0.63,0.64,8,0,0,1,0,0.445526348
0.22,0.113,0.64,0.36,0,29.08,336000000000,50,50,1,70,5,0,0,0,0,180,0.015,1250,2.3219,2,0.2472,0,0,1,0.39,0.71,4,0,0,1,0,0.74332703
2,0.267,0.43,0.07,0.5,180.74,4300000000000,70,70,1,15,5,0,0,0,0,180,0.0167,2450,2.3219,2,0.5924,0,0,1,0,0,0,0,0,1,0,0.911327279
1.1,0.625,0.4,0.6,0,45.78,1221820000000,50,90,0,0,0,1,10,2,0,67.5,0.0274,2250,2.3219,14,0.1098,0.4,0.0134,0,0.77,0.6,9,0,0,1,0,0.508804306
0.22,0.113,0.57,0.43,0,162.83,1090000000000,70,70,1,30,5,0,0,0,0,180,0.0231,2450,2.3219,6,0.3851,0.3,0.0098,0,0.22,0.57,3,0,0,1,0,0.958482991
